Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
L. Guemes,UNLV Rebels,GK,,14,777,0,0.0,1,0.11,1.04,55.56,Spain,Spain,0,0,2.66,0.23,50.0,0.0,0.0,0.0,0.0,0.0,2.55,3.27,0.0,0,0.0,0,0.0,0.12,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,50.0,0.46,75.0,0.0,0.0,10.08,0.0,0.12,22.7,74.49,13.09,59.29,0.0,0.0,7.88,94.12,12.51,92.59,10.19,52.27,29.75,40.5,0.12,0.12,0.0,0.0,0.0,0.12,1.04,22.22,0.0,0.0,0.0,0.0,0.0,0.0,7.76,52.24,12,1.39,41,4.75,0,70.73,11.01,1.28,-0.99,-0.115,0.0,1.27,0.0,,,,0.0,0,0.0,MWC 2023,Non-P5,2023
K. Miller,Fresno St. Bulldogs,CF,,12,774,8,7.23,1,0.64,19.42,34.13,United States,United States,0,0,3.02,2.21,63.16,2.33,15.0,0.0,0.0,0.12,1.63,1.61,0.58,0,0.0,0,0.0,4.3,0.93,8,0.93,0.84,0,0.0,33,3.84,63.64,24.242,0.12,0.07,0.58,20.0,0.23,0.0,0.35,33.33,0.12,2.33,65.0,9.07,35.9,5.23,0.47,12.91,3.84,0.58,20.81,72.07,2.67,47.83,7.33,88.89,5.93,66.67,19.88,74.85,0.35,0.0,13.92,4.89,0.93,0.12,0.0,0.23,100.0,0.23,1.28,27.27,1.86,62.5,0.35,33.33,1.4,0.12,1.74,53.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,0.0,MWC 2023,Non-P5,2023
M. Stone,Boise St. Broncos,AMF,,18,767,0,1.81,2,0.74,34.26,46.58,United States,United States,173,0,9.39,7.04,53.33,11.85,52.48,1.41,1.22,0.23,4.22,3.67,2.23,1,0.12,0,0.0,2.7,0.0,0,0.0,0.21,0,0.0,19,2.23,26.32,0.0,0.23,0.09,1.64,35.71,0.35,33.33,1.29,36.36,0.12,2.35,45.0,8.68,28.38,2.82,0.59,14.9,1.64,1.41,30.86,55.13,15.14,48.06,3.64,77.42,7.74,63.64,24.29,60.87,5.05,32.56,20.05,24.81,0.94,0.0,0.0,0.59,80.0,0.59,6.92,44.07,2.46,33.33,0.47,50.0,0.59,0.7,5.87,62.0,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.23,0.23,100.0,0.35,0,0.0,MWC 2023,Non-P5,2023
O. Sekimoto,San Diego State Aztecs,"RAMF , AMF , LAMF",,18,752,5,2.6,2,0.92,18.67,41.67,United States,United States,163,0,5.86,3.59,56.67,2.15,50.0,0.0,0.0,0.0,3.83,3.86,0.24,0,0.0,0,0.0,4.91,0.6,5,0.6,0.31,0,0.0,19,2.27,63.16,26.316,0.24,0.11,1.68,57.14,0.72,66.67,0.96,50.0,0.12,5.03,50.0,11.25,37.23,2.63,2.27,20.94,1.32,1.44,32.19,67.29,8.38,44.29,5.39,84.44,12.69,75.47,28.36,70.46,2.15,33.33,17.57,23.47,0.96,0.0,0.12,0.96,0.0,0.6,3.95,45.45,3.71,58.06,1.08,0.0,1.56,0.84,4.79,70.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.24,0,0.0,MWC 2023,Non-P5,2023
C. Conner,Boise St. Broncos,"RCMF3 , RAMF",,18,730,3,0.93,0,0.93,21.95,50.56,United States,United States,0,0,11.84,8.88,62.5,2.84,65.22,0.62,0.59,0.12,5.67,5.43,1.11,0,0.0,0,0.0,2.71,0.37,3,0.37,0.11,0,0.0,17,2.1,35.29,17.647,0.0,0.11,2.84,26.09,0.12,0.0,2.71,27.27,0.49,2.47,50.0,6.53,30.19,2.1,1.36,8.88,0.74,0.99,21.95,54.49,11.59,48.94,2.71,81.82,4.19,52.94,16.03,61.54,3.08,44.0,22.63,21.25,0.86,0.12,0.0,0.12,0.0,0.62,4.81,43.59,3.33,40.74,0.25,50.0,0.99,0.99,6.41,67.31,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
T. Rose,Colorado College Tigers,CF,,17,723,0,1.81,1,1.3,21.78,38.86,United States,United States,170,0,5.98,5.98,60.42,3.61,24.14,0.0,0.0,0.25,2.37,2.01,1.49,0,0.0,0,0.0,1.37,0.0,0,0.0,0.22,0,0.0,7,0.87,42.86,0.0,0.12,0.16,2.74,22.73,0.5,0.0,2.12,29.41,0.37,1.24,30.0,7.72,27.42,2.37,0.62,15.56,1.37,1.74,23.78,62.3,5.98,64.58,4.98,85.0,6.35,56.86,19.29,71.61,1.87,20.0,17.24,18.84,1.24,0.0,0.0,0.12,0.0,0.37,3.24,57.69,1.37,27.27,0.0,0.0,0.12,0.75,2.61,71.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
D. Savage,San Diego State Aztecs,CF,,18,720,6,5.2,1,0.27,17.25,38.41,United States,United States,170,0,3.5,3.13,52.0,1.62,30.77,0.13,0.14,0.13,1.75,1.89,0.75,0,0.0,0,0.0,3.38,0.75,6,0.75,0.65,1,0.13,24,3.0,50.0,25.0,0.13,0.03,0.75,0.0,0.25,0.0,0.5,0.0,0.25,3.25,53.85,9.5,34.21,5.0,1.88,11.38,1.75,0.88,14.75,68.64,2.88,65.22,3.38,81.48,4.88,61.54,14.0,72.32,0.0,0.0,15.71,0.0,0.63,0.0,0.0,0.25,50.0,0.25,1.5,58.33,1.0,50.0,0.25,50.0,0.75,0.25,1.62,69.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
S. Welch,Fresno St. Bulldogs,"LW , RB , LB",,17,716,1,0.6,0,0.06,18.35,50.0,United States,United States,173,0,10.56,8.04,64.06,2.26,50.0,0.25,0.21,0.13,5.15,4.32,0.63,0,0.0,0,0.0,2.01,0.13,1,0.13,0.08,0,0.0,7,0.88,42.86,14.286,0.0,0.01,2.01,25.0,1.26,10.0,0.75,50.0,0.13,2.01,56.25,5.91,38.3,0.75,0.5,13.7,0.63,0.63,26.15,56.73,12.82,48.04,3.27,88.46,6.16,59.18,18.35,64.38,5.78,43.48,17.34,19.62,0.13,0.0,0.0,0.38,0.0,0.13,5.28,35.71,3.27,26.92,0.63,0.0,0.38,0.75,7.92,60.32,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.25,0.0,0.0,0.5,0,0.0,MWC 2023,Non-P5,2023
S. Martinez,UNLV Rebels,"RB , LB , LCMF3",,17,705,1,0.32,0,0.25,24.38,48.69,United States,United States,0,0,10.09,8.94,55.71,3.32,38.46,0.38,0.33,0.13,4.72,4.13,0.77,1,0.13,0,0.0,2.94,0.13,1,0.13,0.04,0,0.0,5,0.64,60.0,20.0,0.0,0.03,1.53,16.67,0.26,100.0,1.15,0.0,0.0,4.09,56.25,8.68,45.59,0.77,3.83,15.19,0.77,1.4,30.13,66.95,12.51,50.0,2.94,95.65,9.7,76.32,25.53,74.5,3.06,29.17,16.08,19.77,0.26,0.13,0.0,0.26,0.0,0.13,4.47,51.43,1.28,20.0,0.38,0.0,0.26,0.38,5.74,46.67,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
E. Smith,Colorado College Tigers,"RCB3 , LCB",,13,696,0,0.01,0,0.1,14.48,53.57,United States,United States,165,0,8.92,9.83,57.89,1.03,25.0,0.0,0.0,0.13,3.23,3.49,0.78,1,0.13,0,0.0,0.39,0.0,0,0.0,0.0,0,0.0,1,0.13,0.0,0.0,0.0,0.01,0.65,20.0,0.0,0.0,0.65,20.0,0.0,0.52,50.0,1.81,42.86,0.0,0.39,14.48,0.13,0.0,29.48,61.4,18.23,58.16,1.42,72.73,7.37,66.67,22.11,69.59,6.85,37.74,23.51,29.95,0.13,0.0,0.13,0.0,0.0,0.0,6.47,48.0,1.29,10.0,0.26,0.0,0.0,0.26,10.47,56.79,0,,0,,0,0.0,0.0,0.0,,,0.52,,,0.39,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
C. Burns,San Jose State Spartans,LB,20.0,15,688,0,0.0,0,0.18,19.36,50.0,United States,United States,168,0,12.56,10.33,65.82,1.18,33.33,1.18,1.04,0.0,4.58,4.04,1.18,0,0.0,0,0.0,0.39,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.02,1.57,16.67,1.44,9.09,0.13,100.0,0.26,0.39,33.33,2.75,28.57,0.0,0.78,17.79,0.39,0.39,28.65,63.93,14.65,54.46,3.14,91.67,7.85,71.67,19.62,79.33,7.46,33.33,20.61,30.89,0.39,0.0,0.0,0.0,0.0,0.13,6.54,44.0,2.22,17.65,0.39,33.33,0.26,0.78,8.24,57.14,0,,0,,0,0.0,0.0,0.0,,,0.52,,,0.0,0.0,0.0,0.0,0,0.0,MWC 2023,Non-P5,2023
