Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
M. Boeve,Kansas Jayhawks,"RB , RCB",22.0,16,1160,0,0.64,0,0.18,20.72,58.05,United States,United States,173,0,14.51,9.7,64.0,3.88,60.0,1.47,1.56,0.54,6.83,7.21,1.63,4,0.31,0,0.0,1.78,0.0,0,0.0,0.05,0,0.0,5,0.39,40.0,0.0,0.0,0.01,1.86,33.33,0.16,100.0,1.71,27.27,0.16,1.47,68.42,3.88,52.0,0.47,1.16,21.96,0.62,1.09,38.64,68.88,20.09,57.14,3.96,94.12,11.87,83.01,29.17,78.99,7.68,38.38,23.9,36.65,0.23,0.08,0.0,0.0,0.0,0.16,6.36,46.34,1.63,38.1,0.23,0.0,0.16,0.7,11.02,57.04,0,,0,,0,0.0,0.0,0.0,,,1.94,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
T. White,West Virginia Mountaineers,"RW , RWF",,18,1160,9,7.81,2,2.78,29.64,44.24,United States,United States,168,0,8.53,6.52,77.38,1.71,22.73,0.08,0.07,0.08,3.41,3.22,0.85,0,0.0,0,0.0,6.36,0.7,9,0.7,0.61,1,0.08,38,2.95,44.74,23.684,0.16,0.22,2.95,39.47,0.23,33.33,2.72,40.0,0.47,8.84,43.86,18.7,35.27,5.28,3.41,14.43,1.94,1.47,19.63,67.19,4.89,60.32,4.89,88.89,6.05,60.26,16.14,73.56,0.7,33.33,16.9,17.84,1.4,0.0,0.0,0.31,0.0,0.54,2.02,53.85,1.94,40.0,0.31,0.0,0.78,0.93,3.49,73.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Campana,Iowa State Cyclones,"CF , RWF , RAMF",,18,1160,0,2.25,1,0.72,25.91,47.31,United States,United States,173,0,6.52,6.52,66.67,4.89,42.86,0.47,0.46,0.0,1.71,1.7,1.24,1,0.08,0,0.0,3.03,0.0,0,0.0,0.17,0,0.0,25,1.94,40.0,0.0,0.08,0.06,1.4,22.22,0.23,33.33,1.16,20.0,0.16,3.41,56.82,11.09,39.16,2.79,1.47,13.42,2.72,2.02,23.74,68.95,5.28,47.06,6.67,87.21,6.28,70.37,21.34,73.09,1.01,46.15,15.22,16.49,0.39,0.0,0.0,0.0,0.0,0.31,1.55,35.0,1.94,24.0,0.08,0.0,0.31,0.23,2.25,51.72,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.08,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Brant,Iowa State Cyclones,"LB , LWB",22.0,18,1150,0,0.36,1,0.75,18.94,49.59,England,England,163,0,13.38,10.41,57.89,1.88,41.67,0.16,0.16,0.39,7.2,7.21,1.1,3,0.23,0,0.0,1.1,0.0,0,0.0,0.03,0,0.0,4,0.31,50.0,0.0,0.08,0.06,0.94,41.67,0.78,40.0,0.16,50.0,0.08,1.02,53.85,4.3,38.18,0.39,0.7,20.19,1.33,0.31,35.69,69.96,17.3,59.73,4.23,87.04,9.23,84.75,30.21,77.46,4.62,25.42,18.34,33.23,0.47,0.0,0.0,0.0,0.0,0.16,4.54,51.72,0.94,33.33,0.16,50.0,0.08,0.39,8.06,43.69,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.0,0.0,0.0,1.25,0,0.0,Big12 2023,Power 5,2023
O. Smith,BYU Cougars,RB,,15,1147,2,0.18,4,2.82,21.19,65.56,United States,United States,168,0,10.75,9.34,67.23,1.18,53.33,0.39,0.54,0.24,4.08,5.57,0.31,0,0.0,0,0.0,5.41,0.16,2,0.16,0.01,0,0.0,10,0.78,40.0,20.0,0.31,0.22,4.63,32.2,0.0,0.0,4.63,32.2,1.1,4.71,73.33,8.79,65.18,2.2,5.65,37.04,0.55,1.41,54.61,77.44,22.44,73.78,6.51,86.75,18.28,82.4,45.9,84.44,4.24,51.85,19.74,32.46,1.02,0.0,0.0,0.31,50.0,0.71,8.47,73.15,3.77,41.67,0.78,50.0,1.1,1.49,13.97,74.16,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.24,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
C. Matthews,Houston Cougars,"LCMF , LCMF3 , AMF",,18,1145,3,1.59,4,2.11,16.43,44.98,United States,United States,168,0,6.05,4.79,67.21,2.99,34.21,0.0,0.0,0.08,2.83,2.71,0.47,0,0.0,0,0.0,2.52,0.24,3,0.24,0.13,0,0.0,29,2.28,31.03,10.345,0.31,0.17,1.41,22.22,1.02,15.38,0.39,40.0,0.31,2.12,66.67,5.42,40.58,0.79,0.55,17.06,0.79,0.79,25.94,72.12,8.1,52.43,5.58,91.55,7.78,78.79,21.62,80.73,2.99,31.58,18.69,27.51,1.26,0.08,0.0,0.55,14.29,0.24,3.46,47.73,2.52,31.25,1.18,6.67,0.39,0.47,4.4,51.79,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.63,0.24,33.33,2.75,0,0.0,Big12 2023,Power 5,2023
M. Blackburn,Texas Tech Red Raiders,RB,,15,1138,2,2.49,9,5.55,14.31,58.01,United States,United States,170,0,7.51,6.49,59.76,0.55,42.86,0.0,0.0,0.24,3.64,4.54,0.63,0,0.0,0,0.0,6.41,0.16,0,0.0,0.2,0,0.0,18,1.42,33.33,11.111,0.71,0.44,6.41,38.27,0.4,40.0,5.93,38.67,2.21,4.67,72.88,6.33,60.0,2.21,6.49,39.62,3.24,0.4,52.2,73.33,19.93,67.06,5.38,91.18,20.8,75.67,38.51,85.01,7.36,41.94,21.47,39.83,2.85,0.08,0.08,0.4,20.0,1.5,9.65,58.2,5.77,38.36,1.03,30.77,0.79,3.01,14.55,76.63,0,,0,,0,0.0,0.0,0.0,,,0.24,,,1.19,0.08,0.0,3.16,2,100.0,Big12 2023,Power 5,2023
M. Jenkins,UCF Knights,CF,,16,1094,2,4.52,0,0.57,18.02,32.42,New Zealand,New Zealand,170,0,3.21,2.96,52.78,2.71,39.39,0.25,0.29,0.0,1.4,1.65,0.49,2,0.16,0,0.0,1.97,0.16,2,0.16,0.37,0,0.0,25,2.06,36.0,8.0,0.0,0.05,1.07,7.69,0.49,0.0,0.58,14.29,0.16,2.88,37.14,10.69,24.62,2.63,0.74,16.7,2.39,0.9,24.84,68.21,6.01,52.05,6.66,88.89,7.82,66.32,22.21,72.96,1.73,38.1,17.07,30.09,0.49,0.08,0.0,0.33,25.0,0.25,3.78,56.52,1.48,11.11,0.58,28.57,0.33,0.16,2.47,63.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.08,0.08,100.0,0.0,0,0.0,Big12 2023,Power 5,2023
S. Giorgio,Oklahoma Sooners,GK,,14,1094,0,0.0,0,0.0,0.41,80.0,United States,United States,0,0,1.65,0.0,0.0,0.33,100.0,0.0,0.0,0.0,1.65,2.22,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,6.83,0.0,0.0,13.66,63.25,12.01,58.22,0.0,0.0,1.65,100.0,2.3,89.29,11.35,57.97,40.39,44.32,0.0,0.0,0.0,0.0,0.0,0.0,2.39,34.48,0.0,0.0,0.16,0.0,0.0,0.0,7.65,76.34,18,1.48,42,3.46,1,57.14,13.04,1.07,-4.96,-0.408,0.0,1.23,0.33,,,,0.0,0,0.0,Big12 2023,Power 5,2023
C. Cross,Houston Cougars,"DMF , RCMF , RCMF3",,18,1086,1,0.62,0,0.29,20.64,46.18,United States,United States,160,0,12.18,8.62,55.77,3.4,46.34,0.91,0.79,0.25,6.46,5.63,0.99,4,0.33,0,0.0,1.66,0.08,1,0.08,0.05,0,0.0,17,1.41,17.65,5.882,0.0,0.02,0.33,50.0,0.0,0.0,0.33,50.0,0.08,2.49,43.33,6.05,32.88,0.66,0.75,19.39,0.66,1.16,34.72,68.02,14.5,53.14,5.47,95.45,10.52,78.74,30.17,71.43,4.23,45.1,17.89,30.01,0.41,0.08,0.0,0.33,50.0,0.25,7.29,45.45,2.07,40.0,0.58,42.86,0.58,0.17,7.21,56.32,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Swingle,Cincinnati Bearcats,"DMF , RCMF , LCMF",,14,1084,0,0.09,0,0.0,24.24,55.48,United States,United States,178,0,13.04,9.3,71.43,9.13,52.73,0.17,0.18,0.33,6.23,6.6,0.91,0,0.0,0,0.0,0.0,0.0,0,0.0,0.01,0,0.0,2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,33.33,0.17,0.25,9.96,0.0,0.5,28.06,65.68,13.45,53.09,2.41,93.1,8.72,79.05,24.24,70.21,3.82,36.96,18.02,29.4,0.0,0.0,0.0,0.0,0.0,0.0,4.82,55.17,0.42,0.0,0.42,20.0,0.08,0.0,6.14,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.08,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
C. Maddox,Houston Cougars,"CF , RW , LWF",,17,1076,7,4.69,1,0.52,24.09,36.11,United States,United States,160,0,4.77,5.52,45.45,1.42,23.53,0.0,0.0,0.0,2.26,2.12,1.76,0,0.0,0,0.0,5.69,0.59,6,0.5,0.39,0,0.0,43,3.6,55.81,13.953,0.08,0.04,1.76,38.1,0.67,25.0,1.09,46.15,0.25,5.19,56.45,14.22,37.06,3.51,2.68,10.62,1.59,1.34,16.06,62.5,5.02,58.33,3.09,75.68,4.93,62.71,13.05,67.31,1.34,50.0,18.63,25.11,0.5,0.0,0.0,0.5,16.67,0.42,1.84,63.64,1.92,43.48,0.67,25.0,0.33,0.67,3.6,69.77,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.17,0.17,0.0,0.17,0,0.0,Big12 2023,Power 5,2023
J. McCullen,UCF Knights,"LCB , LB , RB",,13,1073,0,0.0,0,0.06,10.48,49.6,United States,United States,0,0,9.06,6.29,50.67,1.59,47.37,0.42,0.55,0.92,5.45,7.12,0.59,0,0.0,0,0.0,0.34,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.59,14.29,0.42,20.0,0.17,0.0,0.08,0.5,50.0,1.34,50.0,0.08,0.67,27.93,0.67,0.5,43.7,79.85,19.38,67.1,2.1,96.0,18.79,91.96,37.91,85.4,5.2,46.77,19.78,29.0,0.25,0.0,0.0,0.08,0.0,0.0,2.85,50.0,0.92,27.27,0.25,0.0,0.17,0.08,8.64,46.6,0,,0,,0,0.0,0.0,0.0,,,1.43,,,0.08,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
G. Kozarski,Texas Tech Red Raiders,"LW , LAMF",,18,1062,2,3.76,2,1.32,24.66,42.96,United States,United States,170,0,6.53,7.71,50.55,1.78,52.38,0.0,0.0,0.0,2.63,2.69,1.1,1,0.08,0,0.0,3.47,0.17,2,0.17,0.32,0,0.0,29,2.46,31.03,6.897,0.17,0.11,1.69,40.0,1.61,36.84,0.08,100.0,0.34,3.22,63.16,12.03,38.03,3.05,2.2,22.71,0.85,0.85,33.9,76.5,9.15,65.74,8.81,90.38,10.25,76.86,30.85,79.67,1.53,50.0,16.33,23.34,0.68,0.08,0.08,0.25,0.0,0.34,3.73,61.36,2.29,59.26,0.17,0.0,0.93,0.76,5.17,73.77,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Pak,Oklahoma Sooners,"RCMF3 , RCMF , LCMF",,15,1060,0,0.65,1,0.48,28.7,53.25,United States,United States,0,0,11.04,8.15,76.04,4.84,38.6,0.08,0.09,0.17,4.75,5.19,0.93,1,0.08,0,0.0,3.48,0.0,0,0.0,0.06,0,0.0,14,1.19,42.86,0.0,0.08,0.04,0.51,50.0,0.17,50.0,0.34,50.0,0.08,4.5,56.6,11.29,43.61,1.02,2.12,11.21,0.68,1.19,27.85,75.91,9.34,66.36,5.26,87.1,8.32,79.59,26.92,76.66,0.42,60.0,15.14,9.09,0.42,0.0,0.08,0.42,40.0,0.17,3.82,75.56,2.04,62.5,0.34,25.0,0.93,0.25,4.16,73.47,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.08,0,0.0,Big12 2023,Power 5,2023
S. Prat,Iowa State Cyclones,"LW , LAMF , LWF",21.0,18,1051,7,3.35,1,0.64,28.86,48.96,France,France,168,0,11.05,9.33,63.3,1.46,41.18,1.2,1.06,0.09,3.94,3.49,2.31,3,0.26,0,0.0,6.25,0.6,7,0.6,0.29,0,0.0,34,2.91,55.88,20.588,0.09,0.05,2.57,16.67,1.71,20.0,0.77,11.11,0.34,7.19,55.95,14.04,44.51,2.91,3.94,16.18,2.14,0.77,25.26,65.42,5.74,53.73,5.57,87.69,7.96,58.06,20.98,73.06,1.71,45.0,18.74,24.96,0.43,0.09,0.0,0.51,33.33,0.17,2.31,51.85,2.48,27.59,0.77,22.22,0.34,0.51,3.51,65.85,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.43,0,0.0,Big12 2023,Power 5,2023
S. Mason,BYU Cougars,GK,,12,1049,0,0.0,0,0.0,0.26,100.0,United States,United States,178,0,1.2,0.0,0.0,0.17,100.0,0.0,0.0,0.0,1.2,1.87,0.09,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.0,0.0,5.32,0.17,0.09,12.27,81.82,6.26,69.86,0.0,0.0,5.75,94.03,8.92,97.12,3.35,41.03,29.51,40.32,0.0,0.0,0.09,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,40.74,11,0.94,39,3.35,3,71.79,8.8,0.75,-2.2,-0.189,0.0,0.77,0.17,,,,0.0,0,0.0,Big12 2023,Power 5,2023
O. Page,Kansas Jayhawks,"LCB , LB",,17,1047,1,0.6,1,0.28,18.48,60.0,United States,United States,178,0,13.32,9.46,65.45,3.61,73.81,0.86,0.94,0.95,6.28,6.84,1.29,0,0.0,0,0.0,0.6,0.09,1,0.09,0.05,1,0.09,6,0.52,33.33,16.667,0.09,0.02,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.77,44.44,3.01,37.14,0.69,0.86,26.48,0.26,0.43,42.21,75.97,17.54,62.75,3.27,94.74,18.57,86.57,34.47,85.04,7.39,37.21,23.26,39.78,0.17,0.0,0.0,0.09,100.0,0.17,5.5,53.13,1.12,38.46,0.6,14.29,0.43,0.0,9.63,63.39,0,,0,,0,0.0,0.0,0.0,,,1.55,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
E. Boren,BYU Cougars,"LAMF , LCMF3 , LW",,18,1045,2,2.24,2,2.08,22.31,47.88,United States,United States,172,0,9.04,6.8,59.49,1.72,35.0,0.17,0.19,0.0,4.82,5.37,0.69,0,0.0,0,0.0,5.08,0.17,2,0.17,0.19,0,0.0,26,2.24,30.77,7.692,0.17,0.18,2.41,17.86,2.33,18.52,0.09,0.0,0.78,5.86,63.24,11.54,41.79,2.76,2.76,29.37,0.95,0.69,44.35,75.92,13.69,59.12,8.27,93.75,15.16,78.41,38.07,83.26,3.96,39.13,17.36,32.65,1.29,0.17,0.0,0.43,60.0,0.26,6.11,60.56,3.36,43.59,0.86,20.0,1.55,0.6,7.84,79.12,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.52,0.0,0.0,2.07,0,0.0,Big12 2023,Power 5,2023
A. Zirkel,Baylor Bears,GK,,12,1040,0,0.0,0,0.0,0.87,80.0,United States,United States,179,0,1.04,0.0,0.0,0.52,83.33,0.0,0.0,0.0,1.04,1.45,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,0.26,25.1,94.83,6.14,81.69,0.0,0.0,16.7,98.96,22.41,98.46,2.68,64.52,20.63,27.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,30.0,14,1.21,61,5.28,2,77.05,13.74,1.19,-0.26,-0.023,0.0,1.04,0.52,,,,0.0,0,0.0,Big12 2023,Power 5,2023
C. Conrad,Baylor Bears,"CF , RAMF",,18,1036,2,1.92,3,1.61,15.46,33.71,United States,United States,0,0,3.65,3.3,50.0,2.52,24.14,0.0,0.0,0.43,2.0,2.3,0.69,0,0.0,0,0.0,2.26,0.17,2,0.17,0.17,1,0.09,13,1.13,46.15,15.385,0.26,0.14,2.61,30.0,0.52,0.0,2.08,37.5,0.61,1.56,50.0,7.91,27.47,2.35,0.69,15.81,0.87,0.61,24.93,70.73,5.73,59.09,5.82,86.57,8.08,67.74,21.46,76.92,0.87,40.0,17.02,14.47,1.22,0.09,0.09,0.35,50.0,0.78,2.0,56.52,2.87,36.36,0.35,50.0,0.87,0.87,3.91,55.56,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Young,UCF Knights,LCB,22.0,12,1031,0,0.03,0,0.06,6.11,68.57,Canada,Canada,175,0,9.43,3.49,75.0,1.83,71.43,0.0,0.0,1.31,6.81,8.97,0.17,1,0.09,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.44,20.0,0.17,0.17,21.74,0.0,0.0,39.37,82.04,18.07,69.08,1.22,78.57,18.59,94.37,31.51,90.03,7.86,50.0,23.86,36.3,0.09,0.09,0.0,0.0,0.0,0.0,2.88,42.42,0.26,66.67,0.09,0.0,0.17,0.0,6.81,48.72,0,,0,,0,0.0,0.0,0.0,,,0.79,,,0.26,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Reysa,Houston Cougars,"LB , LW , LWF",,18,1030,0,1.68,1,0.76,18.17,46.63,United States,United States,163,0,7.86,7.78,61.8,1.14,53.85,0.0,0.0,0.09,3.06,2.93,0.61,0,0.0,0,0.0,2.71,0.0,0,0.0,0.15,0,0.0,16,1.4,31.25,0.0,0.09,0.07,2.27,26.92,1.92,27.27,0.35,25.0,0.52,3.5,47.5,6.73,31.17,2.45,2.53,17.74,1.92,0.26,26.56,63.16,12.23,55.0,4.28,87.76,6.9,60.76,20.18,72.73,4.28,34.69,19.11,27.57,0.61,0.0,0.0,0.09,0.0,0.17,4.37,48.0,1.83,38.1,0.52,16.67,0.26,0.79,6.64,60.53,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.17,0.0,0.0,0.09,0,0.0,Big12 2023,Power 5,2023
S. Zinnecker,Baylor Bears,"CF , RW , RAMF",,18,1023,2,4.0,1,0.66,22.7,39.15,United States,United States,0,0,4.84,4.22,72.92,1.32,46.67,0.0,0.0,0.18,1.76,1.95,0.7,0,0.0,0,0.0,3.08,0.18,2,0.18,0.35,0,0.0,21,1.85,38.1,9.524,0.09,0.06,1.85,14.29,0.26,66.67,1.5,5.88,0.18,3.7,57.14,14.6,31.33,3.17,1.67,10.73,0.97,0.79,20.32,79.65,3.34,57.89,7.57,97.67,4.93,75.0,18.3,86.06,0.26,66.67,16.55,6.82,0.7,0.0,0.0,0.09,0.0,0.26,1.14,69.23,1.41,50.0,0.09,0.0,0.88,0.35,1.41,56.25,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Gagné,Kansas Jayhawks,"AMF , CF",,14,1018,1,1.49,0,1.01,25.46,43.75,Canada,Canada,168,0,7.87,6.98,65.82,1.94,27.27,0.0,0.0,0.27,3.27,3.44,0.71,0,0.0,0,0.0,3.89,0.09,1,0.09,0.13,0,0.0,16,1.41,25.0,6.25,0.0,0.09,1.41,31.25,0.53,50.0,0.88,20.0,0.27,5.3,51.67,12.2,35.51,2.39,2.39,19.54,1.06,0.35,35.28,74.19,10.34,58.12,9.19,89.42,8.84,76.0,32.27,77.53,1.59,44.44,15.6,26.11,0.62,0.0,0.09,0.88,40.0,0.53,5.39,57.38,2.65,50.0,1.15,23.08,0.88,0.44,4.77,64.81,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
B. Folino,BYU Cougars,CF,,18,1005,4,5.51,2,0.44,15.49,42.2,United States,United States,168,0,4.84,3.4,68.42,1.7,21.05,0.09,0.09,0.18,2.42,2.45,0.63,0,0.0,0,0.0,1.97,0.36,4,0.36,0.49,0,0.0,23,2.06,47.83,17.391,0.18,0.04,0.63,28.57,0.0,0.0,0.54,16.67,0.09,1.43,56.25,6.54,38.36,4.75,0.63,11.46,1.61,1.97,15.76,81.82,3.04,64.71,5.28,94.92,4.48,74.0,14.69,85.37,0.45,40.0,14.91,13.74,0.9,0.0,0.0,0.09,0.0,0.36,1.7,57.89,1.43,50.0,0.27,0.0,0.99,0.18,1.79,90.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Anderson,Kansas State Wildcats,"AMF , RDMF , LDMF",20.0,17,990,0,1.17,0,0.17,23.91,44.87,United States,United States,163,0,9.09,8.64,60.0,5.36,35.59,0.09,0.08,0.09,3.82,3.36,1.73,1,0.09,0,0.0,1.36,0.0,0,0.0,0.11,0,0.0,15,1.36,20.0,0.0,0.0,0.02,0.64,14.29,0.36,25.0,0.27,0.0,0.09,1.18,61.54,5.55,39.34,1.09,1.18,10.09,1.09,0.91,23.0,62.06,9.82,50.93,3.73,80.49,4.82,71.7,19.36,69.95,3.0,21.21,17.33,29.79,0.45,0.0,0.0,0.73,37.5,0.0,4.36,45.83,1.0,18.18,0.55,0.0,0.27,0.09,3.45,42.11,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
S. Thomas,Iowa State Cyclones,"RCMF , AMF , CF",,18,990,1,1.86,0,0.85,21.18,42.49,United States,United States,176,0,6.82,6.45,60.56,4.55,36.0,0.0,0.0,0.18,2.91,2.88,2.0,0,0.0,0,0.0,1.45,0.09,1,0.09,0.17,0,0.0,13,1.18,53.85,7.692,0.0,0.08,0.27,66.67,0.0,0.0,0.27,66.67,0.0,1.09,58.33,7.0,33.77,2.18,0.27,15.73,1.09,0.45,30.64,74.78,8.27,57.14,6.36,91.43,10.55,76.72,28.36,76.6,2.0,50.0,16.0,20.3,0.45,0.0,0.0,0.09,0.0,0.09,4.55,54.0,0.73,62.5,0.27,0.0,0.55,0.18,4.45,59.18,0,,0,,0,0.0,0.0,0.0,,,0.36,,,0.09,0.0,0.0,0.18,0,0.0,Big12 2023,Power 5,2023
A. Fryer,BYU Cougars,CF,,17,987,9,6.79,2,1.13,18.6,36.27,United States,United States,170,0,2.55,2.83,45.16,3.19,25.71,0.0,0.0,0.09,1.28,1.48,1.73,3,0.27,0,0.0,4.83,0.82,9,0.82,0.62,1,0.09,45,4.1,46.67,20.0,0.18,0.1,1.55,17.65,0.36,0.0,1.09,25.0,0.36,4.83,54.72,9.48,38.46,6.93,1.28,10.76,2.28,1.0,12.77,71.43,1.55,47.06,2.74,100.0,4.74,57.69,11.03,79.34,0.36,25.0,15.26,7.75,0.91,0.0,0.0,0.0,0.0,0.36,0.82,66.67,1.55,11.76,0.0,0.0,0.82,0.36,0.82,55.56,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
J. Immethun,TCU Frogs,"LCB , LCB3",,14,977,0,0.02,0,0.0,11.88,68.22,United States,United States,165,0,8.94,6.54,77.46,1.11,33.33,0.18,0.33,0.28,3.68,6.67,0.09,0,0.0,0,0.0,0.37,0.0,0,0.0,0.0,0,0.0,1,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,75.0,2.76,56.67,0.0,0.46,44.59,0.64,0.74,61.72,93.13,19.62,85.92,5.53,96.67,31.14,97.34,57.85,96.66,3.87,40.48,17.7,19.79,0.0,0.0,0.0,0.0,0.0,0.0,2.3,76.0,0.18,0.0,0.18,0.0,0.0,0.0,7.09,63.64,0,,0,,0,0.0,0.0,0.0,,,3.13,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
E. Anderson,Texas Tech Red Raiders,"LB , RB",,18,961,0,0.19,5,2.37,19.57,46.41,United States,United States,172,0,9.83,9.93,57.55,1.03,45.45,0.0,0.0,0.28,4.12,5.84,0.56,0,0.0,0,0.0,3.56,0.0,0,0.0,0.02,0,0.0,8,0.75,25.0,0.0,0.47,0.22,4.5,35.42,2.25,33.33,2.25,37.5,0.94,3.56,47.37,6.46,34.78,2.43,3.47,32.03,1.69,0.37,45.7,72.13,18.07,64.25,7.77,92.77,11.61,70.97,37.27,80.65,4.12,31.82,18.49,32.22,1.4,0.0,0.19,0.19,50.0,1.22,6.37,69.12,4.12,34.09,0.37,50.0,0.75,1.97,11.24,63.33,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.09,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
